AC_NO,Constituency,win_cand,win_party,win_votes,sec_cand,sec_party,sec_votes,thi_cand,thi_party,thi_votes,margin,tot_votes,votes_pct
167,MANIKTALA,TAPAS ROY,BJP,76370,SHRREYA PANDE,TMC,60726,MOUSUMI GHOSH,CPIM,9014,15644,150722,99.9
168,KASHIPURBELGACHHIA,RITESH TIWARI,BJP,68368,ATIN GHOSH,TMC,66717,RAJENDRA GUPTA,CPIM,11151,1651,150542,99.9
169,BALLY,SANJAY KUMAR SINGH,BJP,57639,KAILASH KUMAR MISHRA,TMC,45642,SANKAR MAITRA,CPIM,11284,11997,117838,99.9
170,HOWRAH UTTAR,UMESH RAI,BJP,67539,GAUTAM CHOWDHURY,TMC,56289,GAUTAM RAY,CPIM,5997,11250,133063,99.9
171,HOWRAH MADHYA,ARUP ROY,TMC,95948,BIPLAB KUMAR MANDAL,BJP,79865,IMTEAZ AHMED,CPIM,11280,16083,193459,99.9
172,SHIBPUR,RUDRANIL GHOSH,BJP,89615,DR. RANA CHATTERJEE,TMC,73557,DR. JAGANNATH BHATTACHARYYA,OTH,12542,16058,181323,99.9
173,HOWRAH DAKSHIN,NANDITA CHOWDHURY,TMC,100540,SHYAMAL KUMAR HATI,BJP,92712,ABHIJIT BANERJEE,CPIM,21598,7828,222054,99.9
174,SANKRAIL (SC),PRIYA PAUL,TMC,105412,BARNALI DHALI NASKAR,BJP,88672,SAMIR MALICK,CPIM,29178,16740,229210,99.9
175,PANCHLA,GULSAN MULLICK,TMC,123967,RANJAN PAUL,BJP,85647,FARID MOLLAH,OTH,20644,38320,235163,99.9
176,ULUBERIA PURBA,RITABRATA BANERJEE,TMC,95633,RUDRA PROSAD BANERJEE,BJP,83795,NASIR KHAN,OTH,21909,11838,208025,99.9
177,ULUBERIA UTTAR (SC),CHIRAN BERA,BJP,93320,BIMAL KUMAR DAS,TMC,89143,ASHOK DALUI,CPIM,14720,4177,203466,99.9
178,ULUBERIA DAKSHIN,PULAK ROY,TMC,109649,SWAMI MANGALANANDA PURI,BJP,92462,AMIRUL ISLAM KHAN,OTH,14709,17187,226271,99.9
179,SHYAMPUR,DR. HIRANMOY CHATTOPADHYAYA (HIRAAN),BJP,125651,NADEBASI JANA,TMC,103391,ASIT BARAN SAU,OTH,8713,22260,244669,99.9
180,BAGNAN,ARUNAVA SEN,TMC,105060,PRAMANSHU RANA,BJP,93744,BHASKAR ROY,CPIM,13921,11316,218406,99.9
181,AMTA,AMIT SAMANTA,BJP,104649,SUKANTA KUMAR PAUL,TMC,100195,JOSHIMUDDIN MALLICK,CPIM,23193,4454,237001,99.9
182,UDAYNARAYANPUR,SAMIR KUMAR PANJA,TMC,105802,PROBHAKAR PANDIT,BJP,93575,SASTHI MAJI,CPIM,7849,12227,213603,99.9
183,JAGATBALLAVPUR,ANUPAM GHOSH,BJP,115608,SUBIR CHATTERJEE (TINKAI),TMC,108937,NAZIRA KHATUN,OTH,20896,6671,252515,99.9
184,DOMJUR,TAPAS MAITY,TMC,134036,GOBINDA HAZRA,BJP,91859,DULU DAS,CPIM,19834,42177,254187,99.9
185,UTTARPARA,DIPANJAN CHAKRABORTY,BJP,80612,SIRSANYA BANDOPADHYAY,TMC,70197,MINAKSHI MUKHERJEE,CPIM,49820,10415,205454,99.9
186,SREERAMPUR,BHASKAR BHATTACHARYA,BJP,85644,TANMOY GHOSH,TMC,76959,NABANITA CHAKRABORTY,CPIM,17136,8685,186297,99.9
187,CHAMPDANI,DILIP SINGH,BJP,93704,ARINDAM GUIN (BUBAI),TMC,90678,CHANDRANATH BANERJEE,CPIM,14368,3026,204415,99.9
188,SINGUR,ARUP KUMAR DAS,BJP,113008,BECHARAM MANNA,TMC,91570,DEBASHIS CHATTERJEE,CPIM,12320,21438,222573,99.9
189,CHANDANNAGAR,Deepanjan Kumar Guha,BJP,86273,Indranil Sen,TMC,72832,Monish Panda,CPIM,22760,13441,186909,99.9
190,CHUNCHURA,SUBIR NAG,BJP,137704,DEBANGSHU BHATTACHARYA,TMC,94269,SUNIL KUMAR SAHA,OTH,14226,43435,255204,99.9
191,BALAGARH (SC),SUMANA SARKAR,BJP,125624,RANJAN DHARA,TMC,83710,BIKASH GOLDER,CPIM,10175,41914,226031,99.9
192,PANDUA,TUSAR KUMAR MAJUMDAR,BJP,101349,SAMIR CHAKRABORTY,TMC,96121,AMJAD HOSSAIN SK,CPIM,27557,5228,233718,99.9
193,SAPTAGRAM,SWARAJ GHOSH,BJP,102414,BIDESH RANJAN BOSE,TMC,79125,ANIRBAN SARKAR,CPIM,9198,23289,196584,99.9
194,CHANDITALA,SWATI KHANDOKER,TMC,107143,DEBASISH MUKHERJEE,BJP,87480,ASIF ALI,CPIM,25438,19663,227472,99.9
195,JANGIPARA,PROSENJIT BAG,BJP,102409,SNEHASIS CHAKRABORTY,TMC,101547,SUDIPTA SARKAR,CPIM,18138,862,232291,99.9
196,HARIPAL,MADHUMITA GHOSH,BJP,113332,KARABI MANNA,TMC,109844,SK.MUJAFFAR ALI (MAJA),OTH,12537,3488,245994,99.9
197,DHANEKHALI(SC),ASIMA PATRA,TMC,123462,BARNALI DAS,BJP,110405,RUMA AHIRI,OTH,4907,13057,247691,99.9
198,TARAKESWAR,SANTU PAN,BJP,116901,RAMENDU SINHARAY,TMC,85902,ADESH KHAMRUI,CPIM,9616,30999,221578,99.9
199,PURSURAH,BIMAN GHOSH,BJP,138821,PARTHA HAZARI,TMC,85368,SANDIP KUMAR SAMANTA,CPIM,8772,53453,240924,99.9
200,ARAMBAG (SC),BAG HEMANTA,BJP,123000,BAG MITA,TMC,94041,BITHIKA PANDIT,CPIM,11414,28959,235875,99.9
201,GOGHAT (SC),PRASANTA DIGAR,BJP,134498,DR. NIRMAL MAJI,TMC,84916,MUKTARAM DHAWREY,OTH,9185,49582,234321,99.9
202,KHANAKUL,SUSANTA GHOSH,BJP,126729,PALASH KUMAR ROY,TMC,92246,SK SADDAM HOSSAIN,OTH,8021,34483,237135,99.9
203,TAMLUK,HARE KRISHNA BERA,BJP,136566,DIPENDRA NARAYAN ROY,TMC,101837,NABENDU GHARA,CPIM,8801,34729,256930,99.9
204,PANSKURA PURBA,SUBRATA MAITY(RANA),BJP,109264,ASHIM KUMAR MAJI,TMC,91361,SK IBRAHIM ALI,CPIM,11233,17903,220737,99.9
205,PANSKURA PASCHIM,SINTU SENAPATI,BJP,137919,SIRAJ KHAN,TMC,105352,ABJAL ALI SHA,OTH,8702,32567,258432,99.9
206,MOYNA,ASHOKE DINDA,BJP,127166,CHANDAN MONDAL,TMC,110925,SWAPAN KUMAR BARMAN,CPIM,4499,16241,246333,99.9
207,NANDAKUMAR,KHANRA NIRMAL,BJP,131476,SUKUMAR DE,TMC,100873,CHANDAN MAITI,CPIM,9020,30603,249316,99.9
208,MAHISADAL,SUBHAS CHANDRA PANJA,BJP,121584,TILAK KUMAR CHAKRABORTY,TMC,95346,PARITOSH PATTANAYAK,CPIM,11490,26238,238188,99.9
209,HALDIA (SC),PRADIP KUMAR BIJALI,BJP,132183,TAPASI MONDAL,TMC,83121,ASOKE KUMAR PATRA,CPIM,19121,49062,239446,99.9
210,NANDIGRAM,ADHIKARI SUVENDU,BJP,127301,PABITRA KAR,TMC,117636,SANTI GOPAL GIRI,CPIM,2997,9665,252722,99.9
211,CHANDIPUR,PIJUSH KANTI DAS,BJP,126047,UTTAM BARIK,TMC,105777,RITA DAS,CPIM,6568,20270,241957,99.9
212,PATASHPUR,TAPAN MAITY,BJP,116589,PIJUS KANTI PANDA,TMC,107538,SAIKAT GIRI,CPIM,4595,9051,232048,99.9
213,KANTHI UTTAR,SUMITA SINHA,BJP,130088,DEBASIS BHUNYA,TMC,110033,SUTANU MAITY,CPIM,4645,20055,249421,99.9
214,BHAGABANPUR,SANTANU PRAMANIK,BJP,130586,MANAB KUMAR PARUA,TMC,109708,PRATIVA RANI KAR SHASMAL,RSP,3665,20878,247653,99.9
215,KHEJURI (SC),SUBRATA PAIK,BJP,129875,RABIN CHANDRA MANDAL,TMC,97185,HIMANGSHU DAS,CPIM,5365,32690,236328,99.9
216,KANTHI DAKSHIN,ARUP KUMAR DAS,BJP,118219,TARUN KUMAR JANA,TMC,86747,TEHERAN HOSSAIN,CPIM,3868,31472,212835,99.9
217,RAMNAGAR,DR. CHANDRA SEKHAR MONDAL,BJP,131808,AKHIL GIRI,TMC,104869,ASOKE KUMAR MAITI,CPIM,5239,26939,244842,99.9
218,EGRA,ADHIKARI DIBYENDU,BJP,142670,TARUN KUMAR MAITY,TMC,116978,SUBRATA PANDA,CPIM,5736,25692,269373,99.9
219,DANTAN,AJIT KUMAR JANA,BJP,110259,MANIK MAITI,TMC,99883,SHYAMAL KANTI DASPATTANAYEK,CPIM,3580,10376,218374,99.9
220,NAYAGRAM (ST),AMIYA KISKU,BJP,100857,DULAL MURMU,TMC,94433,DR. PULIN BIHARI BASKE,CPIM,5338,6424,207713,99.9
221,GOPIBALLAVPUR,RAJESH MAHATA,BJP,114683,AJIT MAHATA,TMC,88008,BIKASH SHARANGI,CPIM,3149,26675,213383,99.9
222,JHARGRAM,LAKSHMI KANTA SAU,BJP,120877,MONGAL SAREN,TMC,82730,ARJUN KUMAR MAHATA,CPIM,6604,38147,220940,99.9
223,KESHIARY (ST),BHADRA HEMRAM,BJP,113713,RAMJIBAN MANDI,TMC,97826,MALINA MURMU,CPIM,6248,15887,223842,0.1
224,KHARAGPUR SADAR,DILIP GHOSH,BJP,89885,PRADIP SARKAR,TMC,59379,MADHUSUDAN ROY,CPIM,5451,30506,161661,0.1
225,NARAYANGARH,GIRI RAMAPRASAD,BJP,116050,PRATIBHA MAITI,TMC,95683,TAPAS SINHA,CPIM,7345,20367,225543,99.9
226,SABANG,AMAL KUMAR PANDA,BJP,127783,MANAS RANJAN BHUNIA,TMC,116647,NAKUL CHANDRA BERA,CPIM,6978,11136,257340,99.9
227,PINGLA,SWAGATA MANNA,BJP,124189,AJIT MAITY,TMC,105709,ASHOK SEN,CPIM,6423,18480,242754,99.9
228,KHARAGPUR,DINEN ROY,TMC,98320,TAPAN BHUYA,BJP,95448,SK SAJAHAN ALI,CPIM,7951,2872,208560,99.9
229,DEBRA,SUBHASHIS OM,BJP,114463,RAJIB BANERJEE,TMC,85662,SUMIT ADHIKARI,CPIM,12473,28801,217323,99.9
230,DASPUR,TAPAN KUMAR DUTTA,BJP,133071,ASHIS HUDAIT,TMC,100937,RANAJIT PAL,CPIM,12278,32134,252047,99.9
231,GHATAL (SC),SITAL KAPAT,BJP,131550,SHYAMALI SARDAR,TMC,93893,SANTI NATH SATICK,CPIM,9352,37657,242025,99.9
232,CHANDRAKONA (SC),SUKANTA DOLUI,BJP,140517,DOLOI SURJYA KANTA,TMC,107036,SUPARNA DOLAI MALLICK,CPIM,12142,33481,264690,99.9
233,GARBETA,PRADIP LODHA,BJP,113752,UTTARA SINGHA (HAZRA),TMC,87527,GHOSH TAPAN KUMAR,CPIM,14238,26225,222049,99.9
234,SALBONI,BIMAN MAHATA,BJP,132856,SRIKANTA MAHATA,TMC,117613,MOHAN TUDU,OTH,8635,15243,266475,99.9
235,KESHPUR (SC),SEULI SAHA,TMC,143123,SUVENDU SAMANTA,BJP,93018,GURUPADA MONDAL,CPIM,10432,50105,253963,99.9
236,MEDINIPUR,SANKAR KUMAR GUCHHAIT,BJP,133041,SUJOY HAZRA,TMC,94294,MANIKUNTAL KHAMRAI,CPIM,7649,38747,244086,99.9
237,BINPUR (ST),DR. PRANAT TUDU,BJP,107238,BIRBAHA HANSDA,TMC,84261,RABINDRANATH SARDAR,CPIM,5619,22977,208079,99.9
238,BANDWAN (ST),LABSEN BASKEY,BJP,134080,RAJIB LOCHAN SAREN,TMC,104503,RATHU SINGH,CPIM,15474,29577,266178,99.9
239,BALARAMPUR,JALADHAR MAHATO,BJP,118421,SHANTIRAM MAHATO,TMC,83370,NAMITA MAHATO,CPIM,6575,35051,219946,99.9
240,BAGHMUNDI,RAHIDAS MAHATO,BJP,112663,SUSHANTA MAHATO,TMC,71846,NEPAL CHANDRA MAHATO,INC,31686,40817,230137,99.9
241,JOYPUR,BISWAJIT MAHATO,BJP,104668,ARJUN MAHATO,TMC,82450,PHANIBHUSHAN KUMAR,INC,23263,22218,233203,99.9
242,PURULIA,SUDIP KUMAR MUKHERJEE,BJP,128454,SUJOY BANERJEE,TMC,79201,SAYANTAN GHOSH,CPIM,10675,49253,230653,99.9
243,MANBAZAR (ST),MAYNA MURMU,BJP,120487,SANDHYA RANI TUDU,TMC,93204,SHANTIMANI MURMU,CPIM,13410,27283,236467,99.9
244,KASHIPUR,KAMALA KANTA HANSDA,BJP,106571,SOUMEN BELTHARIA,TMC,85295,BAURI SULEKHA,CPIM,10818,21276,211974,99.9
245,PARA (SC),NADIAR CHAND BOURI,BJP,113488,MANIK CHANDRA BAURI,TMC,79767,ALOKE KUMAR BAURI,CPIM,10419,33721,215946,99.9
246,RAGHUNATHPUR(SC),MAMONI BAURI,BJP,127628,HAZARI BOURI,TMC,83569,GANESH BOURI,CPIM,10685,44059,234431,99.9
247,SALTORA (SC),CHANDANA BAURI,BJP,115180,UTTAM BAURI,TMC,83045,NANDADULAL BAURI,CPIM,10500,32135,218491,99.9
248,CHHATNA,SATYANARAYAN MUKHOPADHYAY,BJP,125972,SWAPAN KUMAR MONDAL,TMC,78798,RAJIB LOCHAN KAR,RSP,5934,47174,221957,99.9
249,RANIBANDH (ST),KSHUDIRAM TUDU,BJP,131145,TANUSHREE HANSDA,TMC,78876,DEBLINA HEMBRAM,CPIM,13200,52269,236828,99.9
250,RAIPUR (ST),KSHETRAMOHAN HANSDA,BJP,111443,THAKURMANI SAREN,TMC,82701,RAMCHANDRA MANDI,CPIM,8316,28742,210215,99.9
251,TALDANGRA,SOUVIK PATRA,BJP,124537,FALGUNI SINGHABABU,TMC,74464,DEBKANTI MAHANTI,CPIM,13586,50073,219936,99.9
252,BANKURA,NILADRI SEKHAR DANA,BJP,136992,DR. ANUP MANDAL,TMC,82815,AVOYANANDA MUKHOPADHYAY,CPIM,9702,54177,239331,99.9
253,BARJORA,BILLESWAR SINHA,BJP,125419,GOUTAM MISHRA (SHYAM),TMC,84109,SUJIT CHAKRABORTY,CPIM,14868,41310,235362,99.9
254,ONDA,AMARNATH SHAKHA,BJP,128296,SUBRATA DUTTA (GOPI),TMC,96573,ASIT BARAN SARMA,OTH,9702,31723,246292,99.9
255,BISHNUPUR,SHUKLA CHATTERJEE,BJP,111082,TANMAY GHOSH (BUMBA),TMC,80477,TITAS GUPTA,OTH,5385,30605,207478,99.9
256,KATULPUR (SC),LAKSHMI KANTA MAJUMDAR,BJP,126241,HARAKALI PROTIHER,TMC,91874,RAMCHANDRA ROY,CPIM,13380,34367,240253,99.9
257,INDUS (SC),NIRMAL KUMAR DHARA,BJP,108733,SHYAMALI ROY BAGDI,TMC,107833,JHARNA MALLIK,CPIM,7027,900,232394,99.9
258,SONAMUKHI (SC),DIBAKAR GHARAMI,BJP,115549,KALLOL SAHA,TMC,86139,AJIT RAY,CPIM,10537,29410,221852,99.9
259,KHANDAGHOSH (SC),NABIN CHANDRA BAG,TMC,104183,GOUTAM DHARA,BJP,95899,RAMJIBAN RAY,CPIM,17535,8284,223246,99.9
260,BARDHAMAN DAKSHIN,MOUMITA BISWAS MISRA,BJP,107754,KHOKAN DAS,TMC,77284,SUDIPTA GUPTA,CPIM,13137,30470,204823,99.9
261,RAINA (SC),SUBHASH PATRA,BJP,103487,MANDIRA DALUI,TMC,102653,SOMNATH MAJI,CPIM,19674,834,233245,99.9
262,JAMALPUR (SC),ARUN HALDER,BJP,99936,BHUTNATH MALIK,TMC,88758,SAMAR HAZRA,CPIM,18732,11178,214774,99.9
263,MONTESWAR,SAIKAT PANJA,BJP,96559,CHOWDHURI SIDDIQULLAH,TMC,81761,ANUPAM GHOSH,CPIM,18192,14798,204165,99.9
264,KALNA (SC),SIDDHARTHA MAJUMDAR,BJP,110790,DEBO PRASAD BAG (POLTU),TMC,82160,SHARMISTHA NAG SAHA,CPIM,13784,28630,213233,99.9
265,MEMARI,MANAB GUHA,BJP,106428,RASH BIHARI HALDER,TMC,99322,KRISHANU BHADRA,CPIM,16891,7106,227492,99.9
266,BARDHAMAN UTTAR,NISITH KUMAR MALIK,TMC,112688,SANJOY DAS,BJP,106228,MAMONI MONDAL (ROY),CPIM,19465,6460,247932,99.9
267,BHATAR,KARFA SOUMEN,BJP,98820,KONER SHANTANU,TMC,92292,HASINA KHATUN,CPIM,12839,6528,214694,99.9
268,PURBASTHALI DAKSHIN,PRAN KRISHNA TAPADAR,BJP,111004,SWAPAN DEBNATH,TMC,94342,JIYADUL SEKH,OTH,7282,16662,220056,99.9
269,PURBASTHALI UTTAR,GOPAL CHATTOPADHYAY,BJP,111379,VASUNDHARA GOSWAMI,TMC,81153,PRADIP KUMAR SAHA,CPIM,25577,30226,224880,99.9
270,KATWA,KRISHNA GHOSH,BJP,122020,RABINDRANATH CHATTERJEE,TMC,86954,SANJIB KUMAR DAS,CPIM,17939,35066,239536,99.9
271,KETUGRAM,ANADI GHOSH,BJP,111104,SEKH SAHONAWEZ,TMC,83494,JAKIR GAINE,OTH,10700,27610,219183,99.9
272,MANGALKOT,SHISHIR GHOSH,BJP,104020,APURBA CHOWDHURY (ACHAL),TMC,91297,MIRAJ ALAM SEKH,CPIM,12698,12723,219247,99.9
273,AUSGRAM (SC),KALITA MAJI,BJP,107692,SHYAMA PRASANNA LOHAR,TMC,95157,CHANCHAL KUMAR MAJHI,CPIM,16478,12535,225886,99.9
274,GALSI (SC),RAJU PATRA,BJP,110640,ALOK KUMAR MAJHI,TMC,100146,MANIMALA DAS,CPIM,13526,10494,232345,99.9
275,PANDABESWAR,JITENDRA KUMAR TEWARI,BJP,80501,NARENDRANATH CHAKRABORTY,TMC,79103,PRABIR KUMAR MONDAL,CPIM,8048,1398,174712,99.9
276,DURGAPUR PURBA,CHANDRA SEKHAR BANERJEE,BJP,108888,PRADIP MAZUMDAR,TMC,77954,SIMANTA CHATTERJEE,CPIM,18999,30934,214802,99.9
277,DURGAPUR PASCHIM,LAKSHMAN CHANDRA GHORUI,BJP,114729,KABI DUTTA,TMC,77131,PRAVASH SAIN,CPIM,13986,37598,216774,99.9
278,RANIGANJ,PARTHA GHOSH,BJP,97416,KALOBARAN MONDAL,TMC,79630,NARAN BAURI,CPIM,13030,17786,196484,99.9
279,JAMURIA,DR. BIJAN MUKHERJEE,BJP,90150,HARERAM SINGH,TMC,67636,MD. SABBIR HUSSAIN,CPIM,15195,22514,181594,99.9
280,ASANSOL DAKSHIN,AGNIMITRA PAUL,BJP,119582,TAPAS BANERJEE,TMC,78743,SILPI CHAKRABORTY,CPIM,10390,40839,215792,99.9
281,ASANSOL UTTAR,KRISHNENDU MUKHERJEE,BJP,104516,MOLOY GHATAK,TMC,92901,AKHILESH KUMAR SINGH,CPIM,4779,11615,210607,99.9
282,KULTI,AJAY KUMAR PODDAR,BJP,103570,ABHIJIT GHATAK,TMC,77072,BHABANI CHARAN ACHARYA,OTH,3937,26498,190239,99.9
283,BARABANI,ARIJIT ROY,BJP,91777,BIDHAN UPADHYAY,TMC,80055,BISWAJIT BAURI (BAPI),OTH,5576,11722,185274,99.9
284,DUBRAJPUR (SC),ANUP KUMAR SAHA,BJP,117437,NARESH CHANDRA BAURI,TMC,89790,BIJOY BAGDI,OTH,5028,27647,220193,99.9
285,SURI,JAGANNATH CHATTOPADHYAY,BJP,124243,UJJAL CHATTERJEE,TMC,95557,MOTIUR RAHAMAN,CPIM,8064,28686,238504,99.9
286,BOLPUR,CHANDRANATH SINHA,TMC,114915,DILIP GHOSH,BJP,101727,BAPI SOREN,OTH,18390,13188,246339,99.9
287,NANOOR (SC),BIDHAN CHANDRA MAJHI,TMC,119910,KHOKAN DAS,BJP,111788,SHYAMALI PRADHAN,CPIM,10589,8122,253119,99.9
288,LABPUR,DEBASIS OJHA (HAKU DA),BJP,106402,ABHIJIT SINHA (RANA),TMC,102852,MANASA HANSDA,CPIM,6156,3550,223002,99.9
289,SAINTHIA (SC),KRISHNA KANTA SAHA,BJP,115054,NILABATI SAHA,TMC,104748,DEBU CHUNARI,CPIM,9478,10306,241175,99.9
290,MAYURESWAR,DUDH KUMAR MONDAL,BJP,107056,ABHIJIT ROY,TMC,86054,JAYANTA BHALLA,CPIM,9571,21002,213473,99.9
291,RAMPURHAT,DHRUBA SAHA,BJP,111920,ASISH BANERJEE,TMC,87687,SANJIB MALLICK,CPIM,22994,24233,233723,99.9
292,HANSAN,FAYEZUL HAQUE (KAJAL SK),TMC,103223,NIKHIL BANERJEE,BJP,74925,KAMAL HASAN,CPIM,22111,28298,226555,99.9
293,NALHATI,RAJENDRA PRASAD SINGH(RAJU SINGH),TMC,87744,ANIL KUMAR SINGH,BJP,74298,DR ABDUL KARIM,INC,44991,13446,222519,99.9
294,MURARAI,DR. MOSARRAF HOSSAIN,TMC,96902,SANJIBUR RAHAMAN (BAPPA),INC,59197,RINKI GHOSH,BJP,58664,37705,242939,99.9
